key,ref_events,ref_events_raw,pred_events,onset_matches,drum_matches,onset_precision,onset_recall,onset_f1,drum_precision,drum_recall,drum_f1,class_accuracy_on_matched_onsets,onset_mae_ms,missed,extra,wav,labels,kick->kick,kick->snare,kick->hihat,snare->kick,snare->snare,snare->hihat,hihat->kick,hihat->snare,hihat->hihat
WaveDrum02_01#HH,28,28,28,28,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.807256235827742,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_01#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_01#HH.svl,0,0,0,0,0,0,0,0,28
WaveDrum02_01#KD,15,15,15,15,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.628873771730825,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_01#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_01#KD.svl,15,0,0,0,0,0,0,0,0
WaveDrum02_01#SD,14,14,14,14,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.236475542597974,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_01#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_01#SD.svl,0,0,0,0,14,0,0,0,0
WaveDrum02_02#HH,24,24,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.207294028722645,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_02#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_02#HH.svl,0,0,0,0,0,0,0,0,24
WaveDrum02_02#KD,12,12,13,11,11,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.8461538461538461,0.9166666666666666,0.8799999999999999,1.0,10.87404658833217,1,2,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_02#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_02#KD.svl,11,0,0,0,0,0,0,0,0
WaveDrum02_02#SD,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.739229024943183,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_02#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_02#SD.svl,0,0,0,0,12,0,0,0,0
WaveDrum02_03#HH,24,24,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.334845049130587,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_03#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_03#HH.svl,0,0,0,0,0,0,0,0,24
WaveDrum02_03#KD,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.306500377928895,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_03#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_03#KD.svl,12,0,0,0,0,0,0,0,0
WaveDrum02_03#SD,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.363189720332574,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_03#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_03#SD.svl,0,0,0,0,12,0,0,0,0
WaveDrum02_04#HH,51,51,48,48,48,1.0,0.9411764705882353,0.9696969696969697,1.0,0.9411764705882353,0.9696969696969697,1.0,11.562263794406642,3,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_04#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_04#HH.svl,0,0,0,0,0,0,0,0,48
WaveDrum02_04#KD,21,21,18,18,18,1.0,0.8571428571428571,0.923076923076923,1.0,0.8571428571428571,0.923076923076923,1.0,14.186192995716734,3,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_04#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_04#KD.svl,18,0,0,0,0,0,0,0,0
WaveDrum02_04#SD,20,20,12,12,12,1.0,0.6,0.7499999999999999,1.0,0.6,0.7499999999999999,1.0,14.45956160241881,8,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_04#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_04#SD.svl,0,0,0,0,12,0,0,0,0
