key,ref_events,ref_events_raw,pred_events,onset_matches,drum_matches,onset_precision,onset_recall,onset_f1,drum_precision,drum_recall,drum_f1,class_accuracy_on_matched_onsets,onset_mae_ms,missed,extra,wav,labels,kick->kick,kick->snare,kick->hihat,snare->kick,snare->snare,snare->hihat,hihat->kick,hihat->snare,hihat->hihat
WaveDrum02_39#SD,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.359410430839072,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_39#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_39#SD.svl,0,0,0,0,12,0,0,0,0
WaveDrum02_40#HH,49,49,45,45,45,1.0,0.9183673469387755,0.9574468085106383,1.0,0.9183673469387755,0.9574468085106383,1.0,15.659360040312434,4,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_40#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_40#HH.svl,0,0,0,0,0,0,0,0,45
WaveDrum02_40#KD,20,20,21,20,20,0.9523809523809523,1.0,0.975609756097561,0.9523809523809523,1.0,0.975609756097561,1.0,10.201814058956906,0,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_40#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_40#KD.svl,20,0,0,0,0,0,0,0,0
WaveDrum02_40#SD,19,19,16,16,5,1.0,0.8421052631578947,0.9142857142857143,0.3125,0.2631578947368421,0.2857142857142857,0.3125,12.858560090703019,14,11,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_40#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_40#SD.svl,0,0,0,11,5,0,0,0,0
WaveDrum02_41#HH,47,47,22,21,21,0.9545454545454546,0.44680851063829785,0.6086956521739131,0.9545454545454546,0.44680851063829785,0.6086956521739131,1.0,11.426411834575203,26,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_41#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_41#HH.svl,0,0,0,0,0,0,0,0,21
WaveDrum02_41#KD,20,20,17,17,17,1.0,0.85,0.9189189189189189,1.0,0.85,0.9189189189189189,1.0,13.043884220354728,3,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_41#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_41#KD.svl,17,0,0,0,0,0,0,0,0
WaveDrum02_41#SD,19,19,11,11,11,1.0,0.5789473684210527,0.7333333333333334,1.0,0.5789473684210527,0.7333333333333334,1.0,8.470418470418334,8,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_41#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_41#SD.svl,0,0,0,0,11,0,0,0,0
WaveDrum02_42#HH,47,47,38,37,37,0.9736842105263158,0.7872340425531915,0.8705882352941177,0.9736842105263158,0.7872340425531915,0.8705882352941177,1.0,11.256971256971289,10,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_42#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_42#HH.svl,0,0,0,0,0,0,0,0,37
WaveDrum02_42#KD,20,20,20,20,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.548752834467154,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_42#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_42#KD.svl,20,0,0,0,0,0,0,0,0
WaveDrum02_42#SD,19,19,17,17,2,1.0,0.8947368421052632,0.9444444444444444,0.11764705882352941,0.10526315789473684,0.1111111111111111,0.11764705882352941,14.864612511671279,17,15,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_42#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_42#SD.svl,0,0,0,11,2,4,0,0,0
